sl_pct,tp_pct,time_stop_min,trades,win_rate,winners,losers,net_pnl,avg_win,avg_loss,profit_factor,max_dd,return_over_dd
0.35,0.3,45,98,37.755102040816325,37,61,-25467.625499999915,1332.2676689189198,-1225.598840163934,0.6593485211513387,28118.968312499965,-0.9057098118595829
0.35,0.3,60,98,40.816326530612244,40,58,-27613.324874999907,1359.7492968750012,-1413.8499439655163,0.6632656738279255,30010.99049999992,-0.9201070812707758
0.35,0.3,90,98,44.89795918367347,44,54,-22878.86081249991,1450.1997017045464,-1605.3268090277766,0.7360770372386175,35688.94518749994,-0.6410629591964861
0.35,0.3,120,98,45.91836734693878,45,53,-15975.796124999924,1720.2539583333341,-1762.0230990566033,0.8289295323498177,32003.136749999954,-0.4991946961261523
0.35,0.35,30,98,38.775510204081634,38,60,-23621.19374999992,1238.0487582236854,-1177.7841093749992,0.665739621237621,27546.93937499998,-0.8574888639511494
0.35,0.35,45,98,37.755102040816325,37,61,-20453.17518749991,1467.793353040542,-1225.598840163934,0.7264211233680732,27230.621437499954,-0.7511093800941812
0.35,0.35,60,98,40.816326530612244,40,58,-22243.7204999999,1493.9894062500011,-1413.8499439655163,0.7287460214213898,26035.38487499993,-0.8543649577986107
0.35,0.35,90,98,44.89795918367347,44,54,-16016.057999999903,1606.1724928977283,-1605.3268090277766,0.8152440580953801,31302.432374999946,-0.5116553821801821
0.35,0.35,120,98,44.89795918367347,44,54,-10359.818624999913,1919.1619176136373,-1755.6100555555547,0.8907226052570971,27279.28893749995,-0.3797686460499565
0.35,0.4,30,98,38.775510204081634,38,60,-22943.575312499932,1255.8808223684216,-1177.7841093749992,0.6753285098421656,27464.19937499998,-0.8353993866424133
0.35,0.4,45,98,36.734693877551024,36,62,-21473.204249999933,1484.2781250000003,-1208.1809153225797,0.7133359750681172,26342.27456249997,-0.815161355905405
0.35,0.4,60,98,39.795918367346935,39,59,-25889.451749999927,1456.1602884615393,-1401.3508983050845,0.6868705279456561,30158.530499999943,-0.8584453990555003
0.35,0.4,90,98,42.857142857142854,42,56,-18585.61518749993,1675.3716071428578,-1588.4146908482137,0.7910583505659702,30995.297062499958,-0.5996269417913069
0.35,0.4,120,98,43.87755102040816,43,55,-6024.094874999953,2127.3959302325584,-1772.7658159090904,0.93821575487053,24118.326749999986,-0.2497725044296432
0.35,0.5,30,98,37.755102040816325,37,61,-25135.44656249993,1246.2243243243252,-1167.9630584016384,0.6472007414442632,27437.31843749995,-0.9161043423305559
0.35,0.5,45,98,36.734693877551024,36,62,-21648.65737499992,1479.4044270833342,-1208.1809153225797,0.7109937024192008,25806.755812499974,-0.83887558483868
